,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
270,"As always, I would love to see your solutions! Feel free to post your solution in the comments ❤️ Let's keep practicing together to crush that SQL data science interview!!

EDIT: @Hidden Under blanket makes a really good point that my solution would only take the top 1 coolest and not address the edge case of multiple ones with same number of cool votes! I stated that I will just take the top 1 upfront which is definitely something you should point out to the interviewer and ask him/her what they exactly want as the output. @Aditya Jan has a really nice window function solution that also solves for this case!",UgxiZ5KPW8eXonecH-14AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,6,3,2020-09-27 16:09:03+00:00,1u1GT4sdvdA,6,SQL Data Science Interview Questions and Answers (interview style walk-through) | SQL Sundays #4,2020-09-27
271,This was amazing. Thank you for all your content! @Tina Huang and @Data Professor!,Ugx7-pEULXkv6XNukuh4AaABAg,http://www.youtube.com/channel/UCk-eRcXRqINO6VozSwN7Lag,JL,1,0,2020-09-27 08:25:24+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-27
272,Commenting once again because your channel is so helpful!  I am quite lost trying to transition from bioengineering to data science and your channel is giving me all the info I need in a concise format.  😃.   Wishing you 100k subscribers by the end of 2020!!!!!,Ugwfdmdxeaf72G6MmEZ4AaABAg,http://www.youtube.com/channel/UCCwIkGF9HSX0sKdgLgus0TQ,Abura Cadabura,1,0,2020-09-27 03:03:51+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-27
273,your mobile number 123-456-7890 (mentioned in resume) is reachable right :P nice video,Ugwl8x0dUyXWW5v2Vzd4AaABAg,http://www.youtube.com/channel/UCKjbEkGdSQ-48GPCIKJV70g,Satish Reddy,0,0,2020-09-26 22:54:16+00:00,kO_LUVkKdJM,0,The Ultimate Guide to Land a Data Science Internship | schedule and time management survival guide,2020-09-26
274,"This is what I think could be the query you talked about that removes the duplicates.
select t.date, t.user1, sum(t.msg_count) from
(select date, user1, msg_count from fb_messages
union all
select date, user2, msg_count from fb_messages
) as t
group by t.date, t.user1
order by date",UgyKnr9e2gbUBUxangN4AaABAg,http://www.youtube.com/channel/UC6EHhvEx-WBXYW9E3gcPxJQ,JAINEEL VYAS,1,3,2020-09-26 22:45:52+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-26
275,This is such a great Collab! 🔥,UgyT1KHukkf0-QT-X8B4AaABAg,http://www.youtube.com/channel/UCL55yo5ZhVcChx9CvjXyd4Q,Kala Tendua,1,0,2020-09-26 19:50:24+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
276,"Do you do any kind of ML modelling of data in your work? Or is it mostly SQL, basic analysis and answering of business questions? That seems to be like a very common JD of data scientists at faang companies from what I've seen.",UgzeK07pZRrA-dDr8Ax4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-09-26 18:11:16+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-26
277,Why dont you have any eyebags from all that studying and preparation?!,UgyovDWBdURg6WLM50x4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-09-26 18:01:45+00:00,kO_LUVkKdJM,1,The Ultimate Guide to Land a Data Science Internship | schedule and time management survival guide,2020-09-26
278,Great Interview! Glad to see how many data related channels are popping up on Youtube.,UgwQoUKVzq5fEaVJwjV4AaABAg,http://www.youtube.com/channel/UC7T_528unh2ZgnVcx1sl7oA,How to Get an Analytics Job,1,0,2020-09-26 17:53:11+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
279,This was like a cheatsheet for a beginner like me....... i mean this covered almost every question i could ask to an expert. Really enjoyed the session. Probably do some more 'talks' like this one.....we would love that.,UgywrVtNSw9AS8p0AEJ4AaABAg,http://www.youtube.com/channel/UC8qYB20dblDyqS_uADQyGDQ,Sanket Gadge,1,0,2020-09-26 17:49:42+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
280,"This was so good! Thanks for sharing your stories, you two. Much love",UgwpgQR-2w3tlY_FRf54AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,1,0,2020-09-26 17:42:44+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
281,"Nice video,I enjoyed a lot!! Suggestions for e-mail title to send to a professor: re:Contact, Open it Mr...",Ugza3VM6sCNhT-5ONnF4AaABAg,http://www.youtube.com/channel/UCQ30kzFaJXab1BonHBeRgSA,Rodney N. Silva,1,0,2020-09-26 17:32:43+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
282,"Wow 😮 it's double surprise today, in Data Professor channel just i watched. and now here!! it's really awesome to be an part of both of your experience sharing with us.❤️❤️",UgzZnNv0p5-7OSlMlVd4AaABAg,http://www.youtube.com/channel/UCnA_WD7ktH7OoseheOol0ug,Akashdeep Dam,1,0,2020-09-26 16:34:51+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
283,Thank You Tina,UgzLOJFEuY4RziYLSXV4AaABAg,http://www.youtube.com/channel/UCTSjpAVwXp9hnCdXgGlhdNg,Sajia Ema,1,0,2020-09-26 16:15:44+00:00,Rx1i1J4m4MQ,1,How I got Software Engineering and Data Science Internships | Computer Science Job Search Part 1,2020-09-26
284,"Just  found your channel, what a gem! And appreciate you looking through the platform to make sure it's legit, just a pity not many platforms like this are out there for data science. Most seem to be for SWE. I will very likely purchase these some time in the future through your link! Subbed and turned on notifs. Please keep making more videos!",Ugz2fKh4E-H2Mxp6WCR4AaABAg,http://www.youtube.com/channel/UCuIXkK6Gvs51IT3pS-x6q4Q,Bookerer,1,0,2020-09-26 11:23:39+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-26
285,Eagerly waiting for this :)),Ugz1Py2C4a-48Gp9Vrt4AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-09-26 07:16:48+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-26
286,A very healthy living data scientist,UgwmIlg79-0z_PfAn0x4AaABAg,http://www.youtube.com/channel/UCD3pOMDUYBcM_z3tUyyZTmQ,Digital Coffee With Andy Teoh,3,0,2020-09-25 22:33:42+00:00,lCi6fWuI8r4,3,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-25
287,Can't wait guys!!,Ugw6OVGP_-u3MyNjazt4AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,2,2,2020-09-25 22:25:30+00:00,AOtHIF3N0cQ,2,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25
288,"Data Professor is incredibly knowledgeable and passionate about bioinformatics and data science. I learned so much just from chatting with him and if you're interested in bioinformatics and/or data science, I think you would get so much value from the discussion!

It's important to think about the future of data science so you can better align yourself. And if you're a student, he also gives super practical tips on how to get the best data science project! 😊

Timestamps: 
00:00 Intro
01:14 Data professor's background 
04:43 Birth of data professor! 
11:04 Data science opportunity in biology
18:03 Machine learning is getting automated 
18:35 How to future proof yourself  
19:16 Data scientist's essential toolkit 
22:43 How to get a research position with a professor
30:29 Super Secret Lightning round",UgyJUsYFkEp2NMon9ot4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,5,2020-09-25 16:06:53+00:00,AOtHIF3N0cQ,0,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25
289,"I am constantly think which jobs will be automated and if my career is safe. Because, in theory once AI is sophisticated enough it will likely be able  to complete tasks more accurately and learn much faster then humans. Or humans and A.I. could mix and improve work/life balance but that could result in major wage changes. Only time will tell and only those behind the scenes really know. (Microsoft, google government, Facebook)

I was watching a documentary and I saw highly prestigious occupations such as lawyers and radiologists are at risk. 

example,",UgwC-NW0Zd2xu2Dbu594AaABAg,http://www.youtube.com/channel/UC-57XNo2M2vzPW3CJ8RxcaQ,Seb,1,0,2020-09-25 15:44:40+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25
290,"Tina, thanks for having me in this collab video, it was a really fun talking data science and bioinformatics with you 😃",Ugwi-6b_0A49RiZoVoh4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,7,2020-09-25 15:37:12+00:00,AOtHIF3N0cQ,1,Biology to Data Science (data professor's tips on how to get a data science research position),2020-09-25
291,"Hey Tina, great upcoming channel! I'm majoring in CS with a minor in data science. Is a minor in data science helpful in landing a data science job? And if so, by how much?",UgwAjK4MX-NWD4JhK-p4AaABAg,http://www.youtube.com/channel/UCqIi15pT7ziweQv8oacMHcg,J C,1,0,2020-09-25 08:54:17+00:00,wQJUI8dSWNQ,1,3rd Year CS Resume (and asian drink) Review | Reviewing Your Resumes Ep. 2,2020-09-25
292,Good stuff. Would you love to hear more about your job hunting experience as an International student.,UgzkyYyIvQjqHtTGxEV4AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-09-25 08:42:53+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-25
293,Can you do a SQL learning series for beginners? it Will be great,UgxT3KE1kX0P-de33nd4AaABAg,http://www.youtube.com/channel/UCiu37EHRu3K26QxITvO4ikw,Md Hossain Sami,1,0,2020-09-25 04:41:20+00:00,Td-cmLfQ7uU,1,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,2020-09-25
294,Your videos are SO helpful and easy to understand.  They are helping me so much and you are an inspiration!   Thanks so much :),UgxIG8Yw8zluDph7_Cx4AaABAg,http://www.youtube.com/channel/UCCwIkGF9HSX0sKdgLgus0TQ,Abura Cadabura,1,0,2020-09-24 11:01:26+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-24
295,"You didn't study sql during your masters? Nice vídeo, very helpful!!",UgxM0_GcjyiwwJFruFh4AaABAg,http://www.youtube.com/channel/UCQ30kzFaJXab1BonHBeRgSA,Rodney N. Silva,3,0,2020-09-24 00:57:16+00:00,vaD3ZFFNwhM,3,How I Learned SQL from Scratch in 11 Days for FANG Data Science Interview (includes interview demo),2020-09-24
296,Great idea! Thanks for sharing! I will check out these websites right away.,Ugylto-k2se487en7jZ4AaABAg,http://www.youtube.com/channel/UC6OnMbtX328npMCO67OctDg,Sha Brown,1,0,2020-09-22 18:54:26+00:00,eAgv2-XBIac,1,3 More Unique and Impactful Projects to get a Data Science Job,2020-09-22
297,"Awesome, I recently found out about StrataScratch and they are a pretty cool resource indeed!",UgyDgxPP-kZ5SAjat-94AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-09-22 15:28:39+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-22
298,I clicked on your linkedin profile but it didn't come though. Can you just look for this issue :) 🙏,Ugxr2larhR7Eea0GJ194AaABAg,http://www.youtube.com/channel/UCD4dMWG6sf24Nw0-YdxLlQQ,SUKHAMRIT SINGH,3,0,2020-09-22 09:31:30+00:00,WDhgOCoPT-g,3,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-22
299,your boy friend is Data Engineer ? xD xD,UgyKnm7nYSbxld9u7W54AaABAg,http://www.youtube.com/channel/UCZ45No6St8aMXA-mf2rqBIw,Nabil AMEZIANE,1,0,2020-09-22 01:40:07+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-22
300,"I'm a prospective candidate for MCIT at the University of Pennsylvania for FALL 2021.I'm from India and I have a quite peculiar background. In India, the education system in high school is if we don't elect maths in Grade 11 and 12, we can't study it after in our college or in post-graduation at all. So I didn't have maths in my high school grade 12 and ended up taking a new course in my college called logistics management. It was quite astonishing that this course was introduced in my college just in 2014 and I joined the 3 rd batch of the program in 2017. In my college days, there wasn't any term called data science as such so if it was available I would have taken it. I had the constant love for I.T and computer though I didn't study in my undergrad at all. In India, it's difficult to study CS and I.T if you are not an engineering or CS grad. I came through an online course provider called Coursera and looked for the University of Pennsylvania's MCIT program. I'm interested for the on campus program of MCIT. The first-in-kind program made for Non- CS graduate and I was really happy seeing it. The beauty of US education is it's quite flexible and you can still pursue your dream even back when you couldn't due to some reasons.  I wanted to know some information about this program like what does the University of Penn looks while selecting a class from very diverse backgrounds and cultures. I want to be in the class of 2021 or 2022. How can I proceed further for this program? It would be a great help if you could guide me little. I'm an Aspiring data scientist and computer programmer. My CGPA is 7.54 on a 10 scale under indian system. I would be taking GRE soon . Shall I apply and give a shot ? 



Looking forward to hear from you ❤️",UgxJa7STKyKOkSc_60p4AaABAg,http://www.youtube.com/channel/UCD4dMWG6sf24Nw0-YdxLlQQ,SUKHAMRIT SINGH,3,0,2020-09-21 15:16:39+00:00,rd1HKwJT6GM,3,Upenn MCIT Program Details and Real Student Experiences - Dr. Arvind Bhusnurmath,2020-09-21
301,"you include your union all query in cte , and then in last statement  select date,user,sum(msg_count) from cte group by 1,2",UgzDwcsycrkBdPjHBcl4AaABAg,http://www.youtube.com/channel/UCT12-q1SaF4uyvtFn4cYNPQ,Aditya Jan,1,0,2020-09-21 11:52:52+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
302,Hi Tina! In your interview for a data science job did they ask you about algorithms and data structures? I don't know if you have a vídeo about your Interview.,Ugz0_eO6L0jk5yuEIzZ4AaABAg,http://www.youtube.com/channel/UCQ30kzFaJXab1BonHBeRgSA,Rodney N. Silva,2,0,2020-09-21 11:34:45+00:00,KsQU_3n0IYE,2,My UPenn MCIT Experience,2020-09-21
303,Thank you so much tina! You answered a lot of my question ❤️❤️,UgyhkqKFk2Xk8I2oLI94AaABAg,http://www.youtube.com/channel/UCVWvVcZAuJn75aRs-QOyGFA,Jennifer W,1,0,2020-09-21 06:44:54+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
304,"along with sql, some python ,ml interview questions +mock interviews could be nice ! great stuff as always",UgyZG8BKMqyH4AiA0254AaABAg,http://www.youtube.com/channel/UClRl3gsBmUBatYK3Xlm-6jA,ravi tanwar,4,1,2020-09-21 04:28:56+00:00,WDhgOCoPT-g,4,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
305,"That content is flowing! Nice upload, I'm gonna dive in but just wanted to leave a comment first :)",UgwH2f6MZP62BWjeso94AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,1,0,2020-09-21 03:34:02+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
306,Hey Tina! great video! I am wondering how you prepared for product sense questions? Also would love to see videos on that！,UgyyJANT8p0qTlu_dEd4AaABAg,http://www.youtube.com/channel/UC8UST2X9iaA_pP50Spvp9Ng,QMU20,1,0,2020-09-21 02:38:29+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
307,I love ur honesty,UgxesIeG6vX0nW5xoEl4AaABAg,http://www.youtube.com/channel/UCns-rDi4rKTn05VnKNvDn3Q,Abdessamad Baahmed,1,1,2020-09-21 02:32:20+00:00,WDhgOCoPT-g,1,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
308,"Feel free to post your solutions! I would to see how you approached the question(s) ❤️

Timestamps: 
00:00 Pain points
01:00 Intro StrataScratch
02:41 Start of SQL question
08:02 Check answer 
08:27 Question for you! 
10:38 StrataScratch review",UgyqteQQocRYaCEqLQl4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,0,2,2020-09-21 01:57:20+00:00,WDhgOCoPT-g,0,SQL Data Science Interview Questions and Answers (interview style walk-through) | Question 3,2020-09-21
309,"""DataScience has a lot more min barrier""
I could feel that!
I am an undergrad and didn't got any rply for DataScience roles so instead of taking Software Engineering roles I choose to go for higher studies!I won't give up on my dreams of becoming a DataScientist one day!!❤️And then you came in my life with all these amazing videos...I can't thank you more for all these!!😇Still Thanks A Ton!!🙂",Ugxp66O87y3g2OYeA8Z4AaABAg,http://www.youtube.com/channel/UCQzUZQ6upYF0t5wyI_ZD9Ww,Vishal Kumar Roy,1,1,2020-09-20 21:39:35+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-20
310,What do you think about people saying that data scientists will be obsolete due to ML/automation?,UgzFaYzNoN7qVJc274R4AaABAg,http://www.youtube.com/channel/UCqDR2wwYoPUssOJV2w4tLtw,malkavian,1,0,2020-09-20 18:53:56+00:00,JUkSeqe1eYQ,1,How To Choose Between Software Engineering And Data Science? | 5 Key Considerations,2020-09-20
311,You don't keep checking your phone in between🔥,UgwC8HDA-MqB5-GFRvh4AaABAg,http://www.youtube.com/channel/UCg7Q_tsd4qsDnuJtJZqbfnw,Shreya Rani,1,0,2020-09-20 17:53:17+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
312,"Wow your video quality really improved!
I like how you added the background music and the annotations, it adds to the ""cute"" atmosphere of the video. You really like the traditional non-work-from-hove pre-covid style of working right? :D
Anyway really relaxing video! :)",Ugz1zTHWe1y_dszWYgJ4AaABAg,http://www.youtube.com/channel/UCXOdh3pTBBovDXzkUkTuvKA,Boris Giba,1,0,2020-09-20 15:19:02+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
313,"uầy chị người nước nào mà có cả vietnamese thế ,bá thật",UgxVyhaxQ2QwbOsWxMt4AaABAg,http://www.youtube.com/channel/UC-biiY2dxFMs8CGVnMLfxnA,Duchero Nguyên,1,0,2020-09-20 11:36:36+00:00,wQJUI8dSWNQ,1,3rd Year CS Resume (and asian drink) Review | Reviewing Your Resumes Ep. 2,2020-09-20
314,Hey Tina ! nice video. Do you know any of your colleagues or friends who transitioned from material science to data science?,Ugzvvc35w7Vb3Otszo94AaABAg,http://www.youtube.com/channel/UCzwGhF-Oz33Zam07uohBy-g,AP Jerome,1,0,2020-09-20 06:38:48+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
315,"Awesome video Tina! The work desk looks awesome! And yes, Pomodoro rocks, I use my phone timer, now that I saw this video, I might have to find a physical timer.",UgwO4YZM3n-N1ajtj9t4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,1,0,2020-09-20 04:05:07+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
316,What is elevator coding?? never heard of it before?,UgxDajKiap5e0UvPe6t4AaABAg,http://www.youtube.com/channel/UCPRnA6qIYZwkdgsSVXH4paQ,Mrv Trgt,1,0,2020-09-20 03:52:11+00:00,Rx1i1J4m4MQ,1,How I got Software Engineering and Data Science Internships | Computer Science Job Search Part 1,2020-09-20
317,"I thought you would show more work-related stuff, like what you do as a data scientist without any company specifics.",UgwUyjA8yoEMYfXWpw54AaABAg,http://www.youtube.com/channel/UCPRnA6qIYZwkdgsSVXH4paQ,Mrv Trgt,5,0,2020-09-20 03:17:03+00:00,lCi6fWuI8r4,5,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
318,"0:25 You have a cat and you need an alarm!!! Really? :) That doesn't make sense to me! Cats are alarm clocks! mine wakes me up at 5, 5:30 latest is 6am around 30min to 1 hr before sun rises! EVERYDAY! :)",UgwFPu1I3AFzQUzaIFF4AaABAg,http://www.youtube.com/channel/UCPRnA6qIYZwkdgsSVXH4paQ,Mrv Trgt,1,0,2020-09-20 03:10:12+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
319,Wow...this is inspiring..,UgwEvgon11ltwc9G-9B4AaABAg,http://www.youtube.com/channel/UCZEHC7G2sLsH-UFFYlow3Bw,h Kamboj,1,0,2020-09-20 03:01:09+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
320,im so happy to see this video the fact that i just commented in one of ur last videos that i would love to see a day in life type of videos,Ugy2D4SrEXAoa26FQJN4AaABAg,http://www.youtube.com/channel/UCns-rDi4rKTn05VnKNvDn3Q,Abdessamad Baahmed,1,0,2020-09-20 01:49:44+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-20
321,"Hi Tina, thank you so much for such informative video. I have a question. What is the best file format for resume? Pdf or docx?",UgxMsskhWLTE-dIyUTV4AaABAg,http://www.youtube.com/channel/UCDo0XNMQ9tArbpjGq8y4tGQ,Arjun Rumba,1,0,2020-09-19 21:15:26+00:00,mueI-I7Suxw,1,"3rd Year Statistics,  Data Science, Computer Science Resume | Reviewing Your Resumes Ep. 1",2020-09-19
322,"pomodro technique🔥....i'll use it.
Thanks for sharing!!",UgzfiFqYhRcwyVle6AN4AaABAg,http://www.youtube.com/channel/UCcvj1-q_vntXA-ArOCEk2LQ,Adi,1,1,2020-09-19 20:10:04+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
323,Thumbs up because cat,UgwtlRH6PnT7ebE0dk14AaABAg,http://www.youtube.com/channel/UCKPyg5gsnt6h0aA8EBw3i6A,RichardOnData,1,0,2020-09-19 19:41:31+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
324,I miss beep beep and boop,UgzWzjZLBqppNfbMOsR4AaABAg,http://www.youtube.com/channel/UCKv-m3b1vEIoVr-Tk-tgGhg,Krystal Ma,1,0,2020-09-19 19:15:30+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
325,so nice!,Ugw0y2uw5BPtylgeLt94AaABAg,http://www.youtube.com/channel/UCYo8SvF-VXatgAW-EGJUu5Q,jacqueline 18,1,0,2020-09-19 19:00:38+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
326,Great video! I used to live so close to there!,Ugyr36Fyyu566s2yn994AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,1,1,2020-09-19 18:39:26+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
327,Finally day in the life of a data scientist is here! I've never actually experienced day in the life of a FAANG data scientist NOT in quarantine myself. So I'm really hoping to experience that after COVID and share it with you guys then 😊,UgwqI482W8cRTPFZyDB4AaABAg,http://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,Tina Huang,2,5,2020-09-19 18:03:14+00:00,lCi6fWuI8r4,2,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
328,For some reason she makes me want to restart my career in Data science when i gave up on my dream to become one.,Ugy75-wJcKcHw31bEOx4AaABAg,http://www.youtube.com/channel/UCFSIC4Zp4udWrXsOeDSsAZw,Nazma,2,2,2020-09-19 17:00:43+00:00,lCi6fWuI8r4,2,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
329,"Hi Tina, where can I connect with you regarding some questions on data science :)",Ugw6E1CrQ2YbGtXLy_94AaABAg,http://www.youtube.com/channel/UC5xJMZEXPk81rJoJNgKz8VQ,anurag singhal,1,0,2020-09-19 17:00:24+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
330,"So different from my day in the life of a data scientist! https://youtu.be/hmtA64mQnl0 I should make a new one, it's already a month old and 2020 keeps throwing curveballs. Maybe we can collab on a ""Day in the Life of TWO Data Scientists"" Amazing work as always, Tina!!",Ugxoi_IoxE3ieXPygeh4AaABAg,http://www.youtube.com/channel/UC23emuGbNM7twofQIrEgPBQ,Andrew Mo – Six Figure Dream Job,0,0,2020-09-19 16:21:02+00:00,lCi6fWuI8r4,0,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
331,"Finally ""Life of FaAnG Data Scientist"" is here :-)",UgxACsLvKuuRnNN0Be94AaABAg,http://www.youtube.com/channel/UCQzUZQ6upYF0t5wyI_ZD9Ww,Vishal Kumar Roy,1,4,2020-09-19 16:06:34+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
332,"At last, one of the best day in life videos 😅👍",Ugz5_xP6GQKCbVtbw1V4AaABAg,http://www.youtube.com/channel/UClRl3gsBmUBatYK3Xlm-6jA,ravi tanwar,1,1,2020-09-19 15:59:51+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
333,"Great, another video :)",UgzIiLvb7fKORw_V1El4AaABAg,http://www.youtube.com/channel/UC69dahQsEtUWRhlQhRSvWqw,Michael,1,0,2020-09-19 15:31:31+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
334,Thanks for sharing Tina 😊,UgwZajXBDd3SOjWVmq14AaABAg,http://www.youtube.com/channel/UCk-eRcXRqINO6VozSwN7Lag,JL,1,0,2020-09-19 15:29:01+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
335,Amazing video! Can you kindly mentor me? ( i have beginner-intermediate Data science skills ). if yes! how can I contact you?,UgwGk2rdtSqc9-BMR9p4AaABAg,http://www.youtube.com/channel/UCc_H018fA3SiEGsyv-dbPeQ,Productive Human,2,0,2020-09-19 15:15:28+00:00,lCi6fWuI8r4,2,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
336,i would wife you tina <3,UgznV7q537coubKqxFt4AaABAg,http://www.youtube.com/channel/UCZCQwq30FOHTQyeJL1KZDTg,Pratik Tiwari,1,0,2020-09-19 15:13:38+00:00,lCi6fWuI8r4,1,A day in the life of a data scientist (FAANG data scientist remote during COVID 19),2020-09-19
337,omg i should have seen this earlier. i avoided everything career related the past 2 weeks because I felt like I was going insane with school haha. My comp sci class alone makes me stressed. I fixed my resume though. im focusing on applying everywhere now. Thanks as always. Your videos are so helpful,Ugyfspc7r6av15x855J4AaABAg,http://www.youtube.com/channel/UCzfZiDHRw5N0RRkJijEx_Mw,priyata chowdhury,1,1,2020-09-19 01:26:35+00:00,kO_LUVkKdJM,1,The Ultimate Guide to Land a Data Science Internship | schedule and time management survival guide,2020-09-19
338,CONGRATS!!!! You deserve it!  AND OMG IM AN ENTP TOO! do you identify with it a lot because i do haha. Hope you and your cats are well <3 wishing you the best,UgyzG31IRzx3hPa41EZ4AaABAg,http://www.youtube.com/channel/UCzfZiDHRw5N0RRkJijEx_Mw,priyata chowdhury,1,0,2020-09-19 01:21:42+00:00,5ILM65Yi9LA,1,THANK YOU FOR 1000! | Proper intro | Random facts about myself,2020-09-19
